name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Funeral Expenses","funeral expenses","Funeral Expenses are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/f/funeral-expenses","hsastore","2026-06-07T22:11:28.669Z"
"Gait Belt","gait belt","Gait belt reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Gait belt reimbursement is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/g/gait-belt","hsastore","2026-06-07T22:11:28.669Z"
"Gambling Addiction Treatment","gambling addiction treatment","Treatment for an addition to gambling is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Gambling addiction treatment reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/g/gambling-addiction-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Gas Relievers","gas relievers","Gas relievers reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Gas relievers reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Digestive Health","https://hsastore.com/hsa-eligibility-list/g/gas-relievers","hsastore","2026-06-07T22:11:28.669Z"
"Gastric Bypass Surgery Including Excess Skin Removal","gastric bypass surgery including excess skin removal","Gastric bypass surgery including excess skin removal is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Gastric bypass surgery including excess skin removal is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/g/gastric-bypass-surgery-including-excess-skin-removal","hsastore","2026-06-07T22:11:28.669Z"
"Gastrointestinal Medication","gastrointestinal medication","Gastrointestinal medication is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Gastrointestinal medication is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Digestive Health","https://hsastore.com/hsa-eligibility-list/g/gastrointestinal-medication","hsastore","2026-06-07T22:11:28.669Z"
"Gauze","gauze","Gauze is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Gauze is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","First Aid","https://hsastore.com/hsa-eligibility-list/g/gauze","hsastore","2026-06-07T22:11:28.669Z"
"Gel Breast Pads","gel breast pads","Gel breast pads are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Gel breast pads are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Nursing And Milk Storage","https://hsastore.com/hsa-eligibility-list/g/gel-breast-pads","hsastore","2026-06-07T22:11:28.669Z"
"Genetic Testing","genetic testing","Genetic testing related to the diagnosis of a medical condition is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), and some health reimbursement accounts (HRA). Genetic testing is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA). Genetic testing not related to a medical condition, such as ancestry, will not qualify.","Eligible","","https://hsastore.com/hsa-eligibility-list/g/genetic-testing","hsastore","2026-06-07T22:11:28.669Z"
"Gift Cards","gift cards","Gift card reimbursement is not eligible even if they are for a medical provider, such as an eye doctor, with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/g/gift-cards","hsastore","2026-06-07T22:11:28.669Z"
"Glasses","glasses","Glasses are eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement arrangements (HRA) and with most limited-purpose flexible spending accounts (LPFSA). If prescription eye glasses, a prescription will be required for reimbursement. Reading glasses do not require a prescription. Glasses are not eligible for reimbursement with dependent care flexible spending accounts (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/g/glasses","hsastore","2026-06-07T22:11:28.669Z"
"Glucosamine","glucosamine","Glucosamine is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). Glucosamine is not eligible for reimbursement with limited-purpose flexible spending accounts (LPFSA) and dependent care flexible spending accounts (DCFSA).","Eligible","Glucosamine And Chondroitin","https://hsastore.com/hsa-eligibility-list/g/glucosamine","hsastore","2026-06-07T22:11:28.669Z"
"Glucose Gel","glucose gel","Glucose gel is eligible with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). Glucose gel reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Diabetes Care","https://hsastore.com/hsa-eligibility-list/g/glucose-gel","hsastore","2026-06-07T22:11:28.669Z"
"Glucose Monitor","glucose monitor","Glucose monitors are eligible, both over-the-counter (OTC) and those that require a prescription, for reimbursement with a flexible spending account (FSA), health savings account (HSA) a health reimbursement arrangement (HRA), and may be eligible in limited circumstances with a limited purpose flexible spending account (LPFA) a dependent care flexible spending account (DCFSA).","Eligible","Diabetes Care","https://hsastore.com/hsa-eligibility-list/g/glucose-monitor","hsastore","2026-06-07T22:11:28.669Z"
"Glucose Monitoring Supplies","glucose monitoring supplies","Glucose monitoring supplies are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) a health reimbursement arrangement (HRA) and may be eligible in limited circumstances with a limited purpose flexible spending account (LPFSA). Glucose monitoring supplies are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","Diabetes Care","https://hsastore.com/hsa-eligibility-list/g/glucose-monitoring-supplies","hsastore","2026-06-07T22:11:28.669Z"
"Glucose Tablets","glucose tablets","Glucose tablets are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Glucose tablets reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Diabetes Care","https://hsastore.com/hsa-eligibility-list/g/glucose-tablets","hsastore","2026-06-07T22:11:28.669Z"
"Goggles","goggles","Goggles for general use are not eligible. Prescription goggles necessary for treatment of a medical condition may be eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), and limited purpose flexible spending account (LPFSA). Goggles reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/g/goggles","hsastore","2026-06-07T22:11:28.669Z"
"Grab Bars for Bathroom","grab bars for bathroom","Grab bars for a bathroom are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Grab bars for a bathroom are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Home Safety","https://hsastore.com/hsa-eligibility-list/g/grab-bars-for-bathroom","hsastore","2026-06-07T22:11:28.669Z"
"Guards for Teeth Grinding","guards for teeth grinding","Guards for teeth grinding are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), or a limited purpose flexible spending account (LPFSA). Guards for teeth grinding reimbursement are not eligible with a dependent care flexible spending account (DCFSA). The purpose of this mouth guard must be for a medical purpose, such as nighttime grinding of teeth.","Eligible","Oral Care","https://hsastore.com/hsa-eligibility-list/g/guards-for-teeth-grinding","hsastore","2026-06-07T22:11:28.669Z"
"Guide Dog","guide dog","Guide dogs are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), or a limited purpose flexible spending account (LPFSA). Guide dogs are not eligible with a dependent care flexible spending account (DCFSA). The cost of maintaining a guide dog (food, vet visits) are also eligible.","Eligible","","https://hsastore.com/hsa-eligibility-list/g/guide-dog","hsastore","2026-06-07T22:11:28.669Z"
"Gynecologist","gynecologist","Care received at a gynecologist is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Gynecologist reimbursement is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/g/gynecologist","hsastore","2026-06-07T22:11:28.669Z"
"Hair Colorants","hair colorants","Hair colorants are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/hair-colorants","hsastore","2026-06-07T22:11:28.669Z"
"Hair Regrowth or Removal","hair regrowth or removal","Hair regrowth or removal is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/hair-regrowth-or-removal","hsastore","2026-06-07T22:11:28.669Z"
"Hair Removal","hair removal","Hair removal is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/hair-removal","hsastore","2026-06-07T22:11:28.669Z"
"Hair Removal and Transplants","hair removal and transplants","Hair removal and transplants are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/hair-removal-and-transplants","hsastore","2026-06-07T22:11:28.669Z"
"Half Way House","half way house","The cost of a half way house necessary for treatment of an addiction or other medical treatment may be eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Half way house reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/half-way-house","hsastore","2026-06-07T22:11:28.669Z"
"Hand Lotion Containing a Medicine","hand lotion containing a medicine","Hand lotion containing a medicine may be eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Hand lotion containing a medicine is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","Acne And Skincare","https://hsastore.com/hsa-eligibility-list/h/hand-lotion-containing-a-medicine","hsastore","2026-06-07T22:11:28.669Z"
"Hand Sanitizer to Prevent COVID-19 (60%+ alcohol)","hand sanitizer to prevent covid 19 60 alcohol","Hand sanitizer (60%+ alcohol for the prevention of COVID-19) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Hand sanitizer reimbursement is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Cold And Virus Protection","https://hsastore.com/hsa-eligibility-list/h/hand-sanitizer-to-prevent-covid-19-60plus-alcohol","hsastore","2026-06-07T22:11:28.669Z"
"Hand Sanitizing Wipes to Prevent COVID-19","hand sanitizing wipes to prevent covid 19","Hand sanitizing wipes are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Hand sanitizing wipes reimbursement is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hand-sanitizing-wipes-to-prevent-covid-19","hsastore","2026-06-07T22:11:28.669Z"
"Handicap, Disability License Plates","handicap disability license plates","Handicap and disability license plates are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Handicap and disability license plates are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/handicap-disability-license-plates","hsastore","2026-06-07T22:11:28.669Z"
"Headache Medications","headache medications","Headache medications are eligible over-the-counter (OTC) products with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Headache medications reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Pain Relief","https://hsastore.com/hsa-eligibility-list/h/headache-medications","hsastore","2026-06-07T22:11:28.669Z"
"Health Club Dues and Fees","health club dues and fees","Health club dues are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/health-club-dues-and-fees","hsastore","2026-06-07T22:11:28.669Z"
"Health Institute Fees","health institute fees","Health institute fees may be eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA), provided that the fees are for qualified medical services incurred and that the service is prescribed or recommended. You may need to submit a Letter of Medical Necessity in order for the expense to qualify. Health institute fees are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/health-institute-fees","hsastore","2026-06-07T22:11:28.669Z"
"Health Insurance Premiums","health insurance premiums","Health insurance premiums are not eligible on an FSA, but may be eligible with a health reimbursement arrangement (HRA) and are eligible on a health savings account (HSA) unless already paid for with pre-tax dollars. Health insurance premiums reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/health-insurance-premiums","hsastore","2026-06-07T22:11:28.669Z"
"Health Screenings","health screenings","Health screenings are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Dental or vision-related screenings are eligible with a limited-purpose flexible spending account (LPFSA). Health screenings are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/health-screenings","hsastore","2026-06-07T22:11:28.669Z"
"Hearing Aid Batteries","hearing aid batteries","Hearing aid batteries are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Hearing aid batteries are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hearing-aid-batteries","hsastore","2026-06-07T22:11:28.669Z"
"Hearing Aids","hearing aids","Hearing aids are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Hearing aid reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hearing-aids","hsastore","2026-06-07T22:11:28.669Z"
"Heart Rate Monitor","heart rate monitor","Heart rate monitor reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Heart rate monitor reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/heart-rate-monitor","hsastore","2026-06-07T22:11:28.669Z"
"Heart Scan","heart scan","A heart scan is a medical procedure and is therefore eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA) and health reimbursement arrangements (HRA). Heart scans are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/heart-scan","hsastore","2026-06-07T22:11:28.669Z"
"Heated Neck Rest","heated neck rest","A heated neck rest is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). A heated neck rest is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/heated-neck-rest","hsastore","2026-06-07T22:11:28.669Z"
"Heating Pads","heating pads","A heating pad is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). A heating pad is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Hot And Cold Packs","https://hsastore.com/hsa-eligibility-list/h/heating-pads","hsastore","2026-06-07T22:11:28.669Z"
"Hemorrhoid Treatment","hemorrhoid treatment","Hemorrhoid treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hemorrhoid treatment is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hemorrhoid-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Herbal Medication","herbal medication","Herbal medication with a Letter of Medical Necessity (LMN) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Herbal medication is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/herbal-medication","hsastore","2026-06-07T22:11:28.669Z"
"Herbs","herbs","Herbs with a Letter of Medical Necessity (LMN) may be eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Herbs are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/herbs","hsastore","2026-06-07T22:11:28.669Z"
"HMO (Health Maintenance Organization)","hmo health maintenance organization","Insurance premiums are never eligible for reimbursement with a flexible spending account (FSA), but may be eligible with a health savings account (HSA) or health reimbursement arrangement (HRA) in certain circumstances unless already paid for with pre-tax dollars. Health insurance premiums reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/hmo-health-maintenance-organization","hsastore","2026-06-07T22:11:28.669Z"
"Holistic Healers","holistic healers","Holistic healers are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Holistic healers reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/holistic-healers","hsastore","2026-06-07T22:11:28.669Z"
"Home Defibrillator","home defibrillator","A home defibrillator is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). A home defibrillator is not eligible for reimbursement with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Home Safety","https://hsastore.com/hsa-eligibility-list/h/home-defibrillator","hsastore","2026-06-07T22:11:28.669Z"
"Home Diagnostic Kits, Tests, Devices","home diagnostic kits tests devices","Home diagnostic kits, tests, devices are typically eligible if used to determine the presence of a disease or dysfunction in the body (e.g. heart attack, stroke, diabetes, cancer, COVID-19). Home diagnostic kits, tests, devices reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Home diagnostic kits, tests, devices related to dental or vision may be eligible with a limited purpose flexible spending account (LPFSA). Home diagnostic kits, tests, devices reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/home-diagnostic-kits-tests-devices","hsastore","2026-06-07T22:11:28.669Z"
"Home Health Care","home health care","Home Health Care is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Home Health Care is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","All Home Health Care","https://hsastore.com/hsa-eligibility-list/h/home-health-care","hsastore","2026-06-07T22:11:28.669Z"
"Home Improvements","home improvements","Home improvements, if primarily for a medical purpose, may be eligible for reimbursement with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Home improvements are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/home-improvements","hsastore","2026-06-07T22:11:28.669Z"
"Homeopathic Medicine","homeopathic medicine","Homeopathic medicine is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Homeopathic medicine is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/homeopathic-medicine","hsastore","2026-06-07T22:11:28.669Z"
"Hormone Replacement Therapy","hormone replacement therapy","Hormone replacement therapy is eligible with a prescription for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hormone replacement therapy is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/h/hormone-replacement-therapy","hsastore","2026-06-07T22:11:28.669Z"
"Hospital Care","hospital care","Hospital care is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hospital care is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hospital-care","hsastore","2026-06-07T22:11:28.669Z"
"Hospital Insurance Premiums","hospital insurance premiums","Hospital insurance premiums are not eligible with a flexible spending account (FSA). Hospital insurance premiums may be eligible in certain circumstance with a health savings account (HSA) or health reimbursement arrangement (HRA). Hospital insurance premiums are not eligible with a dependent care flexible spending account (DCFSA), flexible spending account (FSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hospital-insurance-premiums","hsastore","2026-06-07T22:11:28.669Z"
"Hospital Services and Fees","hospital services and fees","Hospital services and fees are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hospital services and fees may be eligible with a limited purpose flexible spending account (LPFSA) if the care is related to vision or dental. Hospital services and fees are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hospital-services-and-fees","hsastore","2026-06-07T22:11:28.669Z"
"Hot and Cold Compress","hot and cold compress","Hot and cold compresses are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hot and cold compresses are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Hot And Cold Packs","https://hsastore.com/hsa-eligibility-list/h/hot-and-cold-compress","hsastore","2026-06-07T22:11:28.669Z"
"Hot Packs","hot packs","Hot packs are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Hot packs are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Hot And Cold Packs","https://hsastore.com/hsa-eligibility-list/h/hot-packs","hsastore","2026-06-07T22:11:28.669Z"
"Hot Tub","hot tub","Hot tubs are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA). In very rare cases, a TPA may deem a hot tub as eligible with a Letter of Medical Necessity (LMN) which details that the only reason for purchasing this device is to treat a specific medical condition.","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/hot-tub","hsastore","2026-06-07T22:11:28.669Z"
"Household Help","household help","General household help is not eligible. Nursing services are eligible if services are for medical care. Reimbursement can cover room and board if medically necessary. Services can occur in the individual's home or another facility. The caregiver does not need to be a registered nurse as long as services are typically provided by nurses. Therefore, in the vast majority of cases, household help reimbursement is not covered by a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/household-help","hsastore","2026-06-07T22:11:28.669Z"
"Housekeeper","housekeeper","A housekeeper is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/h/housekeeper","hsastore","2026-06-07T22:11:28.669Z"
"Human Growth Hormone (HGH)","human growth hormone hgh","Human Growth Hormone (HGH) is eligible with a prescription for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). HGH is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/h/human-growth-hormone-hgh","hsastore","2026-06-07T22:11:28.669Z"
"Human Guide","human guide","To assist a physically, visually, hearing or mentally impaired person, the cost of a human guide is a qualified medical expense with a flexible spending account (FSA), health savings account (HSA) and a health reimbursement arrangement (HRA). Human guide reimbursement may be eligible with a limited-purpose flexible spending account (LPFSA) if related to vision only. The cost of a human guide is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/human-guide","hsastore","2026-06-07T22:11:28.669Z"
"Humidifier","humidifier","Humidifiers are eligible for reimbursement with a Letter of Medical Necessity (LMN) for flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). They are not eligible for reimbursement with dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/humidifier","hsastore","2026-06-07T22:11:28.669Z"
"Hydrocortisone","hydrocortisone","Hydrocortisone is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Hydrocortisone is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or dependent care flexible spending account (DCFSA).","Eligible","First Aid","https://hsastore.com/hsa-eligibility-list/h/hydrocortisone","hsastore","2026-06-07T22:11:28.669Z"
"Hydrogen Peroxide","hydrogen peroxide","Hydrogen peroxide is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Hydrogen peroxide reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hydrogen-peroxide","hsastore","2026-06-07T22:11:28.669Z"
"Hydrotherapy","hydrotherapy","Hydrotherapy with a Letter of Medical Necessity (LMN) may eligible for reimbursement with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Hydrotherapy is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/h/hydrotherapy","hsastore","2026-06-07T22:11:28.669Z"
"Hyperbaric Oxygen Therapy","hyperbaric oxygen therapy","Hyperbaric therapy is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), and a health reimbursement arrangement (HRA). Hyperbaric therapy is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/h/hyperbaric-oxygen-therapy","hsastore","2026-06-07T22:11:28.669Z"
