name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Callus Remover (Medicated)","callus remover medicated","Callus remover is an eligible over-the-counter (OTC) medicine for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Callus remover is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Foot Care","https://hsastore.com/hsa-eligibility-list/c/callus-remover-medicated","hsastore","2026-06-07T22:11:28.669Z"
"Camps (Overnight)","camps overnight","Camps (Overnight) are not eligible expenses for reimbursement through a flexible spending account (FSA), limited-purpose flexible spending account (LPFSA), dependent care flexible spending account (DCFSA), health savings account (HSA) or a health reimbursement arrangement (HRA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/camps-overnight","hsastore","2026-06-07T22:11:28.669Z"
"Camps (soccer, football, ballet, etc. day camps)","camps soccer football ballet etc day camps","Camps (soccer, football, ballet, etc. day camps) and their related expenses for children under the age of 13 or dependents incapable of self-care may be covered under a dependent care flexible spending account (DCFSA), provided that the camp enables the parents or parents to be gainfully employed, seek gainful employment or attend school full-time. Camps (soccer, football, ballet, etc. day camps) reimbursement is not eligible with a flexible spending account (FSA), limited-purpose flexible spending account (LPFSA), health savings account (HSA) or a health reimbursement arrangement (HRA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/camps-soccer-football-ballet-etc.-day-camps","hsastore","2026-06-07T22:11:28.669Z"
"Camps (summer or holiday day camps)","camps summer or holiday day camps","Camps (summer or holiday day camps) and their related expenses for children under the age of 13 or dependents incapable of self-care may be covered under a dependent care flexible spending account (DCFSA), provided that the camp enables the parents or parents to be gainfully employed, seek gainful employment or attend school full-time. Camps (summer or holiday day camps) reimbursement is not eligible with a flexible spending account (FSA), limited-purpose flexible spending account (LPFSA), health savings account (HSA) or a health reimbursement arrangement (HRA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/camps-summer-or-holiday-day-camps","hsastore","2026-06-07T22:11:28.669Z"
"Cancer Insurance Premiums","cancer insurance premiums","Cancer insurance premiums are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cancer-insurance-premiums","hsastore","2026-06-07T22:11:28.669Z"
"Cancer Screenings","cancer screenings","Cancer screenings are required for the diagnosis or treatment of a medical condition, and therefore eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cancer screening reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cancer-screenings","hsastore","2026-06-07T22:11:28.669Z"
"Cane","cane","A cane is provided for treatment or care of a medical condition, and therefore is an eligible over-the-counter (OTC) item for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cane reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cane","hsastore","2026-06-07T22:11:28.669Z"
"Canker Sore Treatment","canker sore treatment","Canker sore treatment is an eligible over-the-counter (OTC) medicine for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Canker sore treatment reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/canker-sore-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Capital Expenditures","capital expenditures","Capital expenditures reimbursement is eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Capital expenditures reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/capital-expenditures","hsastore","2026-06-07T22:11:28.669Z"
"Car Changes for Health Reasons","car changes for health reasons","Car changes for health reasons may be eligible with a Letter of Medical Necessity (LMN) for reimbursement through a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Car changes for health reasons reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/car-changes-for-health-reasons","hsastore","2026-06-07T22:11:28.669Z"
"Car Modifications for Health Reasons","car modifications for health reasons","Car modifications for health reasons may be eligible with a Letter of Medical Necessity (LMN) for reimbursement through a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Car modifications reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/car-modifications-for-health-reasons","hsastore","2026-06-07T22:11:28.669Z"
"Car Rental (related to medical care)","car rental related to medical care","Car rental necessary for transportation to or from a medical related appointment or stay is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA), and may be eligible with a limited purpose flexible spending account (LPFSA), if related to dental, vision, or preventive care. Car rental reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/car-rental-related-to-medical-care","hsastore","2026-06-07T22:11:28.669Z"
"Car Seats","car seats","Although required for the protection of young children, car seats do not qualify as medical care and are therefore not eligible. Car seats are not eligible for reimbursement with a flexible spending account (FSA), limited-purpose flexible spending account (LPFSA), dependent care flexible spending account (DCFSA), health savings account (HSA) or a health reimbursement arrangement (HRA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/car-seats","hsastore","2026-06-07T22:11:28.669Z"
"Cardiac Calcium Scoring","cardiac calcium scoring","Cardiac calcium scoring reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cardiac calcium scoring reimbursement is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cardiac-calcium-scoring","hsastore","2026-06-07T22:11:28.669Z"
"Cardiac Treatment","cardiac treatment","Cardiac treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cardiac treatment is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cardiac-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Carpal Tunnel Support","carpal tunnel support","Carpal tunnel support, such as wrist bandages, are eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Carpal tunnel support is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/carpal-tunnel-support","hsastore","2026-06-07T22:11:28.669Z"
"Cast Cover","cast cover","A cast cover is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). A cast cover is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cast-cover","hsastore","2026-06-07T22:11:28.669Z"
"Cataract Surgery","cataract surgery","Cataract surgery is eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) or a limited-purpose flexible spending account (LPFSA). Cataract surgery reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cataract-surgery","hsastore","2026-06-07T22:11:28.669Z"
"Catheter","catheter","A catheter is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Catheter reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","At Home Medical Supplies","https://hsastore.com/hsa-eligibility-list/c/catheter","hsastore","2026-06-07T22:11:28.669Z"
"Cayenne Pepper","cayenne pepper","Cayenne pepper/herbs may be eligible in limited circumstances if the item is being used to treat a medical condition (e.g. migraine) with a Letter of Medical Necessity (LMN) from a licensed medical provider, and the individual would otherwise not have purchased the item ""but for"" the medical condition. Under these circumstances, cayenne pepper reimbursement may be eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cayenne pepper reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/cayenne-pepper","hsastore","2026-06-07T22:11:28.669Z"
"CBD","cbd","CBD (Cannabidiol) oil and other CBD products are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cbd","hsastore","2026-06-07T22:11:28.669Z"
"Cervical Pillow","cervical pillow","A cervical pillow, if used to treat a medical condition, is eligible for reimbursement with a Letter of Medical Necessity (LMN) from a medical professional with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cervical pillow reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","Therapeutic Pain Relief","https://hsastore.com/hsa-eligibility-list/c/cervical-pillow","hsastore","2026-06-07T22:11:28.669Z"
"Chair, Specialized or Ergonomic","chair specialized or ergonomic","A specialized or ergonomic chair for treatment of a medical condition may be eligible if accompanied with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Specialized or ergonomic chair reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/chair-specialized-or-ergonomic","hsastore","2026-06-07T22:11:28.669Z"
"Chelation Therapy","chelation therapy","Chelation therapy may be eligible with a Letter of Medical Necessity (LMN) if required to treat a medical condition such as lead poisoning with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Chelation therapy reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/chelation-therapy","hsastore","2026-06-07T22:11:28.669Z"
"Chemical Peel","chemical peel","A chemical peel is considered a cosmetic procedure and therefore is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/chemical-peel","hsastore","2026-06-07T22:11:28.669Z"
"Chest Rub","chest rub","Chest rub is an eligible over-the-counter (OTC) product with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Chest rub reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/chest-rub","hsastore","2026-06-07T22:11:28.669Z"
"Child Care","child care","Child care is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) and limited-purpose flexible spending account (LPFSA). However, child care is eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/child-care","hsastore","2026-06-07T22:11:28.669Z"
"Child Medical Care","child medical care","Child medical care is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). It is not eligible for reimbursement with dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/child-medical-care","hsastore","2026-06-07T22:11:28.669Z"
"Childbirth","childbirth","All expenses related to the birth of a child are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Expenses for the child may be eligible as well, provided that they are added as a dependent on the plan. Childbirth expense reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/childbirth","hsastore","2026-06-07T22:11:28.669Z"
"Childbirth Classes","childbirth classes","Childbirth classes are partially eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Only the portion of the class that relates to the process of childbirth is eligible. Examples include: breathing techniques, stages of labor, labor & delivery procedures, birthing positions, vaginal and Cesarean delivery. A Letter of Medical Necessity may be required to indicate what part of the expense is medical and therefore eligible. Childbirth classes are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/childbirth-classes","hsastore","2026-06-07T22:11:28.669Z"
"Children's Sunscreen","children s sunscreen","Children's sunscreen, as long as it is SPF 15 or above and provides broad spectrum protection, is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Children's sunscreen reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Suncare","https://hsastore.com/hsa-eligibility-list/c/childrens-sunscreen","hsastore","2026-06-07T22:11:28.669Z"
"Chinese Herbal Practitioners","chinese herbal practitioners","Chinese Herbal Practitioners fees are eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Chinese herbal practitioners reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA). In some cases, a benefits administrator may require a Letter of Medical Necessity to prove the the services received by a Chinese herbal practitioner are for diagnosis, mitigation, treatment, prevention or cure of a medical condition and not just for maintenance of general good health.","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/chinese-herbal-practitioners","hsastore","2026-06-07T22:11:28.669Z"
"Chiropodist Treatment","chiropodist treatment","Chiropodist treatment reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Chiropodist treatment reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/chiropodist-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Chiropractor Treatment","chiropractor treatment","Chiropractic treatment reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Chiropractic treatment reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA). This expense qualifies only if the individual is seeing the chiropractor for a medical condition and not to maintain general good health so in some cases, a benefits administrator may require additional documentation such as a Letter of Medical Necessity (LMN).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/chiropractor-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Cholesterol Test Kit","cholesterol test kit","Cholesterol tests are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cholesterol test reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cholesterol-test-kit","hsastore","2026-06-07T22:11:28.669Z"
"Chondroitin","chondroitin","Chondroitin is an eligible over-the-counter (OTC) medical expense with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Chondroitin reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Glucosamine And Chondroitin","https://hsastore.com/hsa-eligibility-list/c/chondroitin","hsastore","2026-06-07T22:11:28.669Z"
"Christian Science Practitioner","christian science practitioner","Christian Science practitioner reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Christian Science practitioner reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/christian-science-practitioner","hsastore","2026-06-07T22:11:28.669Z"
"Circumcision","circumcision","Circumcision is related to medical care and is therefore eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Circumcision is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/circumcision","hsastore","2026-06-07T22:11:28.669Z"
"Classes, Health-Related","classes health related","Fees associated with health-related classes for the primary purpose of obtaining information on a specific medical condition may qualify with a Letter of Medical Necessity (LMN) from a licensed healthcare provider with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Health-related classes are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/classes-health-related","hsastore","2026-06-07T22:11:28.669Z"
"Clinic","clinic","Medical treatment received at a health clinic is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Clinic treatment related to dental, vision or preventive care is eligible with a limited purpose flexible spending account (LPFSA). Clinic treatment reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/clinic","hsastore","2026-06-07T22:11:28.669Z"
"Club Dues","club dues","Club dues are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/club-dues","hsastore","2026-06-07T22:11:28.669Z"
"Co-Insurance","co insurance","Medical, dental and vision co-insurance payments are all eligible with a flexible spending account (FSA) or a health savings account (HSA), limited purpose flexible spending account (LPFSA- for dental, vision, and preventive care only), and sometimes with a health reimbursement arrangement (HRA). Co-insurance payments are not eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/co-insurance","hsastore","2026-06-07T22:11:28.669Z"
"Co-Payments","co payments","Medical, dental and vision co-payments are all eligible for reimbursement with a flexible spending account (FSA) and health savings account (HSA), as well as a health reimbursement arrangement (HRA) if the plan allows for this coverage. Dental and vision co-payment reimbursement is eligible with a limited-purpose flexible spending account (LPFSA). Co-payment reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/co-payments","hsastore","2026-06-07T22:11:28.669Z"
"COBRA Premiums","cobra premiums","COBRA premiums are not eligible under a flexible spending account (FSA). They are eligible under a health savings account (HSA), and may be eligible under a health reimbursement arrangement (HRA). HRA account holders should check with their benefits administrator to determine eligibility for their plan. COBRA premiums are not eligible with a limited-purpose flexible spending account (LPFSA) or dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cobra-premiums","hsastore","2026-06-07T22:11:28.669Z"
"Cocoa Butter","cocoa butter","If used primarily to treat or mitigate a medical condition, cocoa butter may be eligible for reimbursement through a flexible spending account (FSA), health savings account (HSA), or health reimbursement arrangement (HRA) with a Letter of Medical Necessity from a medical professional. Cocoa butter is not eligible with a limited-purpose flexible spending account (LPFSA) or dependent care flexible spending account (DCSFA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/cocoa-butter","hsastore","2026-06-07T22:11:28.669Z"
"Coconut Oil","coconut oil","If used primarily to treat or mitigate a medical condition, coconut oil may be eligible for reimbursement through a flexible spending account (FSA), health savings account (HSA), or health reimbursement arrangement (HRA) with a Letter of Medical Necessity from a medical professional. Coconut oil is not eligible with a limited-purpose flexible spending account (LPFSA) or dependent care flexible spending account (DCSFA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/coconut-oil","hsastore","2026-06-07T22:11:28.669Z"
"Cold Compress, Pain Relief","cold compress pain relief","Cold compresses for pain relief are eligible for reimbursement through a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cold compresses for pain relief are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Hot And Cold Packs","https://hsastore.com/hsa-eligibility-list/c/cold-compress-pain-relief","hsastore","2026-06-07T22:11:28.669Z"
"Cold Cream","cold cream","Cold cream is a cosmetic product and therefore not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cold-cream","hsastore","2026-06-07T22:11:28.669Z"
"Cold Medicine","cold medicine","Cold medicine is an eligible over-the-counter (OTC) drug with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cold medicine reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Cold And Allergy","https://hsastore.com/hsa-eligibility-list/c/cold-medicine","hsastore","2026-06-07T22:11:28.669Z"
"Cold Packs","cold packs","Cold packs are eligible for reimbursement through a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cold packs are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/cold-packs","hsastore","2026-06-07T22:11:28.669Z"
"Cold Plunge Tub","cold plunge tub","Cold Plunge Tubs may be eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA), and health reimbursement arrangement (HRA) with a prescription. Cold Plunge Tubs are not eligible for reimbursement with dependent care flexible spending accounts (DCFSA) and limited-purpose flexible spending accounts (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/cold-plunge-tub","hsastore","2026-06-07T22:11:28.669Z"
"Cold Sore Treatment","cold sore treatment","Cold sore treatment is an eligible over-the-counter (OTC) medicine with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cold sore treatment reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Pain Relief","https://hsastore.com/hsa-eligibility-list/c/cold-sore-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Colic Relief","colic relief","Colic relief reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Colic relief reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/colic-relief","hsastore","2026-06-07T22:11:28.669Z"
"Collagen Injections","collagen injections","Collagen injections that are for treatment of a medical condition may be eligible with a Letter of Medical Necessity (LMN) from a medical professional with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Collagen injection reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/collagen-injections","hsastore","2026-06-07T22:11:28.669Z"
"Cologne","cologne","Cologne has no medical purpose and therefore is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cologne","hsastore","2026-06-07T22:11:28.669Z"
"Colon Therapy, Colon Hydrotherapy, Colonics","colon therapy colon hydrotherapy colonics","Colon therapy, colon hydrotherapy, and colonics are eligible for reimbursement with a Letter of Medical Necessity (LMN) from a medical professional with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Colon therapy, colon hydrotherapy, colonics are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/colon-therapy-colon-hydrotherapy-colonics","hsastore","2026-06-07T22:11:28.669Z"
"Companion Animals","companion animals","The cost for a companion animal for the primary purpose of medical care in which the expense would not be incurred but for the presence of the medical condition is eligible with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Companion animal reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/companion-animals","hsastore","2026-06-07T22:11:28.669Z"
"Compression Hosiery","compression hosiery","Compression hosiery rated at 30-40 mmHg or above is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Compression hosiery is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/compression-hosiery","hsastore","2026-06-07T22:11:28.669Z"
"Compression Sleeves","compression sleeves","Compression sleeves rated at 30-40 mmHg or above are eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Compression sleeves are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/compression-sleeves","hsastore","2026-06-07T22:11:28.669Z"
"Compression Socks","compression socks","Compression socks rated at 30-40 mmHg or above that are used to treat a medical condition are eligible with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). Compression socks are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) and dependent care flexible spending accounts (DCFSA).","Eligible","Leg And Foot Support","https://hsastore.com/hsa-eligibility-list/c/compression-socks","hsastore","2026-06-07T22:11:28.669Z"
"Concierge Fees (Up Front)","concierge fees up front","Concierge fees to retain a boutique practice doctor are not eligible with a flexible spending account (FSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA). Concierge fees may be eligible for reimbursement in limited circumstances with a health savings account, if the arrangement meets the requirements for a direct primary care service arrangement. The cost of medical services actually incurred by a concierge doctor are eligible with an FSA, HSA and HRA when billed separately from the upfront fee.","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/concierge-fees-up-front","hsastore","2026-06-07T22:11:28.669Z"
"Concierge Medicine","concierge medicine","Charges for medical care received by a concierge doctor are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Charges for medical care received by a concierge doctor are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/concierge-medicine","hsastore","2026-06-07T22:11:28.669Z"
"Condoms","condoms","Condoms are eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA) and may be eligible for reimbursement a limited-purpose flexible spending accounts (LPFSA). Condoms are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/condoms","hsastore","2026-06-07T22:11:28.669Z"
"Constipation Medication","constipation medication","Constipation medications are eligible over-the-counter (OTC) items with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Constipation medications are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Digestive Health","https://hsastore.com/hsa-eligibility-list/c/constipation-medication","hsastore","2026-06-07T22:11:28.669Z"
"Contact Cleaning Solution","contact cleaning solution","Contact cleaning solution is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement arrangements (HRA) and limited-purpose flexible spending accounts (LPFSA). Contact cleaning solution is not eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/contact-cleaning-solution","hsastore","2026-06-07T22:11:28.669Z"
